BLTH;NAMA GARDU;prabayar;;;paska;;;total;;;kapasitas;tanggal pengukuran;beban;% pembebanan;Kategori HI
;;daya;transaksi;kwh;daya;plg;kwh;daya tersambung total (kVa);Jumlah Pelanggan tersambung total;kWh Jual;;;;;
;;;;;;;;;;;;;;;
Jan-23;BC322;102300;9;3527,8;302500;19;30746;;28;34273,8;160;27/1/2023;88,418;55%;Baik
Jan-23;BC324;0;0;0;52100;2;2974;;2;2974;75;6/1/2023;30,918;41%;Baik
Jan-23;BC328;0;0;0;41500;1;1660;;1;1660;50;24/1/2023;30,519;61%;Cukup
Jan-23;BC346;282000;295;13411,6;97750;104;31786;;399;45197,6;160;6/1/2023;58,688;37%;Baik
Jan-23;BC347;11400;4;589,3;42700;10;7249;;14;7838,3;100;26/1/2023;62,425;62%;Cukup
Jan-23;BC350;177100;155;10119,7;57300;71;16606;;226;26725,7;100;24/1/2023;32,434;32%;Baik
Jan-23;BC351;37200;25;2128,4;28800;14;6008;;39;8136,4;160;25/1/2023;33,596;21%;Baik
Jan-23;BC356;0;0;0;105000;1;18518;;1;18518;160;6/1/2023;25,393;16%;Baik
Jan-23;BC365;227200;245;12924,9;29450;135;26562;;380;39486,9;100;26/1/2023;61,063;61%;Cukup
Jan-23;BC369;319400;219;14497,8;122800;143;36447;;362;50944,8;160;27/1/2023;53,956;34%;Baik
Jan-23;BC373;45300;20;1962,7;137350;22;32161;;42;34123,7;100;27/1/2023;26,065;26%;Baik
Jan-23;BC375;0;0;0;43600;2;5131;;2;5131;100;24/1/2023;79,786;80%;Cukup
Jan-23;BC387;122200;39;8667,2;50600;36;16415;;75;25082,2;100;24/1/2023;26,52;27%;Baik
Jan-23;BC389;28900;21;1716,9;161300;102;40498;;123;42214,9;160;25/1/2023;58,714;37%;Baik
Jan-23;BC391;145500;148;5326;28950;113;23735;;261;29061;100;24/1/2023;39,777;40%;Baik
Jan-23;BC398;364400;55;7542,5;455850;79;93883;;134;101425,5;250;27/1/2023;125,077;50%;Baik
Jan-23;BC399;327400;178;15736,2;197300;104;42798;;282;58534,2;160;25/1/2023;43,045;27%;Baik
Jan-23;BC407;19700;16;1421,2;34700;77;17521;;93;18942,2;160;6/1/2023;60,951;38%;Baik
Jan-23;BC408;505500;40;6736,9;187100;11;12089;;51;18825,9;250;24/1/2023;38,197;15%;Baik
Jan-23;BC410;0;0;0;66000;1;8574;;1;8574;160;27/1/2023;50,32;31%;Baik
Jan-23;BC412;46800;40;2787,9;63600;120;27182;;160;29969,9;200;25/1/2023;81,959;41%;Baik
Jan-23;BC413;58550;41;2001,8;42500;70;16188;;111;18189,8;100;26/1/2023;54,937;55%;Baik
Jan-23;BC421;0;0;0;135500;2;25693;;2;25693;100;25/1/2023;19,956;20%;Baik
Jan-23;BC422;0;0;0;82500;1;8684;;1;8684;100;25/1/2023;29,871;30%;Baik
Jan-23;BC424;227800;264;13246,5;39800;166;31295;;430;44541,5;250;24/1/2023;64,98;26%;Baik
Jan-23;BC433;0;0;0;164000;1;14426;;1;14426;160;6/1/2023;51,905;32%;Baik
Jan-23;BC445;42000;5;2278,4;312300;28;62539;;33;64817,4;200;27/1/2023;98,362;49%;Baik
Jan-23;BC452;133400;103;6516,4;140400;47;25433;;150;31949,4;160;6/1/2023;29,355;18%;Baik
Jan-23;BC454;0;0;0;124100;3;12300;;3;12300;200;6/1/2023;2,267;1%;Baik
Jan-23;BC460;0;0;0;53000;1;2120;;1;2120;50;25/1/2023;8,389;17%;Baik
Jan-23;BC462;150500;168;6958,1;30700;121;28038;;289;34996,1;100;6/1/2023;23,798;24%;Baik
Jan-23;BC469;0;0;0;433000;3;70910;;3;70910;200;26/1/2023;63,919;32%;Baik
Jan-23;BC470;79000;33;4138,9;94600;19;10981;;52;15119,9;160;25/1/2023;21,204;13%;Baik
Jan-23;BC476;0;0;0;82500;1;18161;;1;18161;160;27/1/2023;39,213;25%;Baik
Jan-23;BC483;210900;92;11866,2;203250;110;52537;;202;64403,2;250;24/1/2023;74,092;30%;Baik
Jan-23;BC486;128000;30;4668,7;196700;35;38589;;65;43257,7;160;27/1/2023;48,189;30%;Baik
Jan-23;BC489;256650;152;8277,8;84650;96;21047;;248;29324,8;200;27/1/2023;31,968;16%;Baik
Jan-23;BC505;641900;198;12858,3;217300;71;39320;;269;52178,3;200;24/1/2023;91,499;46%;Baik
Jan-23;BC516;1300;1;49,3;93100;2;36089;;3;36138,3;160;24/1/2023;83,681;52%;Baik
Jan-23;BC544;230200;145;11014,9;152500;137;40723;;282;51737,9;200;26/1/2023;79,757;40%;Baik
Jan-23;BC547;9600;8;399,5;48950;36;13520;;44;13919,5;150;26/1/2023;19,264;13%;Baik
Jan-23;BC570;14000;4;436;53800;9;2831;;13;3267;100;25/1/2023;6,82;7%;Baik
Jan-23;BC573;0;0;0;66000;1;26222;;1;26222;100;24/1/2023;33,422;33%;Baik
Jan-23;BC585;5500;1;432,9;85500;12;7168;;13;7600,9;100;24/1/2023;16,141;16%;Baik
Jan-23;BC587;0;0;0;53000;1;3361;;1;3361;100;24/1/2023;45,466;45%;Baik
Jan-23;BC590;83100;33;3746;76700;41;17709;;74;21455;100;24/1/2023;24,478;24%;Baik
Jan-23;BC592;80400;46;3859,5;83000;29;15976;;75;19835,5;100;24/1/2023;51,806;52%;Baik
Jan-23;BC597;8300;3;78,3;80500;3;16209;;6;16287,3;100;27/1/2023;7,481;7%;Baik
Jan-23;BC611;173100;34;3861;212200;51;36921;;85;40782;160;6/1/2023;59,611;37%;Baik
Jan-23;BC624;0;0;0;2200;1;88;;1;88;160;26/1/2023;47,6;30%;Baik
Jan-23;BC634;152250;179;5723,3;52700;40;11419;;219;17142,3;100;25/1/2023;48,502;49%;Baik
Jan-23;BC646;114700;24;4678,4;111600;14;16924;;38;21602,4;100;25/1/2023;31,618;32%;Baik
Jan-23;BC650;129850;114;5105,6;80500;83;25458;;197;30563,6;160;24/1/2023;40,968;26%;Baik
Jan-23;BC658;124400;46;2315,2;205000;44;24590;;90;26905,2;160;24/1/2023;39,603;25%;Baik
Jan-23;BC659;65200;10;4433,2;182800;31;40436;;41;44869,2;200;25/1/2023;93,861;47%;Baik
Jan-23;BC660;61600;5;1026,5;315800;25;36978;;30;38004,5;250;25/1/2023;92,498;37%;Baik
Jan-23;BC674;0;0;0;13200;1;2047;;1;2047;100;26/1/2023;32,641;33%;Baik
Jan-23;BC676;185250;82;9032,7;265700;49;53352;;131;62384,7;100;26/1/2023;46,228;46%;Baik
Jan-23;BC679;422600;453;25162,8;45250;205;42581;;658;67743,8;200;24/1/2023;87,652;44%;Baik
Jan-23;BC687;403250;362;17608,7;70750;188;48827;;550;66435,7;250;6/1/2023;95,19;38%;Baik
Jan-23;BC688;0;0;0;197000;1;14489;;1;14489;200;24/1/2023;16,722;8%;Baik
Jan-23;BC692;0;0;0;82500;1;28582;;1;28582;100;25/1/2023;50,848;51%;Baik
Jan-23;BC697;6500;5;179,8;33000;1;4746;;6;4925,8;50;27/1/2023;9,978;20%;Baik
Jan-23;BC708;0;0;0;105000;1;12502;;1;12502;100;24/1/2023;63,972;64%;Cukup
Jan-23;BC711;136950;125;5332,4;35650;161;27886;;286;33218,4;160;27/1/2023;39,443;25%;Baik
Jan-23;BC729;0;0;0;197000;1;17804;;1;17804;200;24/1/2023;26,824;13%;Baik
Jan-23;BC741;2600;2;256,4;375000;12;30197;;14;30453,4;250;24/1/2023;60,717;24%;Baik
Jan-23;BC742;47700;25;1733,5;171100;20;33457;;45;35190,5;100;27/1/2023;50,549;51%;Baik
Jan-23;BC743;5200;4;70,8;86000;2;11778;;6;11848,8;250;25/1/2023;55,555;22%;Baik
Jan-23;BC748;231800;229;16544,4;94450;48;16352;;277;32896,4;100;26/1/2023;33,562;34%;Baik
Jan-23;BC763;18100;5;325,8;16500;1;8111;;6;8436,8;100;26/1/2023;12,016;12%;Baik
Jan-23;BC767;363350;247;11962,4;22950;162;31290;;409;43252,4;250;6/1/2023;102,428;41%;Baik
Jan-23;BC770;323750;267;12302,7;41750;172;31626;;439;43928,7;100;24/1/2023;64,388;64%;Cukup
Jan-23;BC771;7000;2;545;58500;5;9114;;7;9659;100;24/1/2023;26,586;27%;Baik
Jan-23;BC775;51600;10;4274,8;226300;17;26999;;27;31273,8;100;27/1/2023;34,686;35%;Baik
Jan-23;BC776;192700;21;12419,8;233600;26;43674;;47;56093,8;160;24/1/2023;123,82;77%;Cukup
Jan-23;BC777;346900;762;29215;54100;99;18518;;861;47733;100;6/1/2023;43,056;43%;Baik
Jan-23;BC794;0;0;0;6600;1;264;;1;264;200;25/1/2023;42,379;21%;Baik
Jan-23;BC801;289450;308;14172,9;87300;235;48105;;543;62277,9;160;24/1/2023;69,878;44%;Baik
Jan-23;BC802;98500;115;4556,4;49100;58;14271;;173;18827,4;100;25/1/2023;29,51;30%;Baik
Jan-23;BC811;0;0;0;82500;1;9456;;1;9456;100;25/1/2023;13,41;13%;Baik
Jan-23;BC812;14000;4;190,8;54700;21;10924;;25;11114,8;100;6/1/2023;14,049;14%;Baik
Jan-23;BC821;0;0;0;66000;1;20905;;1;20905;100;25/1/2023;31,414;31%;Baik
Jan-23;BC823;0;0;0;66000;1;4156;;1;4156;100;27/1/2023;15,642;16%;Baik
Jan-23;BC825;117500;111;5060,7;37900;95;20217;;206;25277,7;100;26/1/2023;29,016;29%;Baik
Jan-23;BC828;75700;27;1775,7;4400;1;373;;28;2148,7;100;25/1/2023;47,893;48%;Baik
Jan-23;BC835;0;0;0;10600;1;1370;;1;1370;100;26/1/2023;32,053;32%;Baik
Jan-23;BC836;0;0;0;90200;2;11943;;2;11943;100;25/1/2023;52,584;53%;Baik
Jan-23;BC845;0;0;0;197000;1;10645;;1;10645;250;25/1/2023;58,596;23%;Baik
Jan-23;BC846;0;0;0;82500;1;7494;;1;7494;50;26/1/2023;6,81;14%;Baik
Jan-23;BC847;90200;8;2350;2200;2;691;;10;3041;250;25/1/2023;1,135;0%;Baik
Jan-23;BC852;34200;9;1000,5;83000;2;5729;;11;6729,5;160;27/1/2023;52,359;33%;Baik
Jan-23;BC867;171300;170;9672,1;58850;147;31106;;317;40778,1;100;27/1/2023;14,276;14%;Baik
Jan-23;BC869;0;0;0;197000;1;25274;;1;25274;160;27/1/2023;27,391;17%;Baik
Jan-23;BC877;0;0;0;82500;1;9782;;1;9782;100;6/1/2023;31,235;31%;Baik
Jan-23;BC882;176150;188;8685,3;18550;58;13386;;246;22071,3;100;6/1/2023;33,518;34%;Baik
Jan-23;BC889;0;0;0;66000;1;12017;;1;12017;100;26/1/2023;29,92;30%;Baik
Jan-23;BC917;78500;45;1750,4;46700;17;5476;;62;7226,4;250;6/1/2023;29,919;12%;Baik
Jan-23;BC930;0;0;0;82500;1;11391;;1;11391;100;25/1/2023;36,222;36%;Baik
Jan-23;BC941;0;0;0;131000;1;5240;;1;5240;160;24/1/2023;33,469;21%;Baik
Jan-23;BC943;0;0;0;752000;2;111460;;2;111460;250;24/1/2023;73,2;29%;Baik
Jan-23;BC944;0;0;0;240000;1;36852;;1;36852;100;25/1/2023;28,829;29%;Baik
Jan-23;BC949;0;0;0;558000;4;49050;;4;49050;100;24/1/2023;54,804;55%;Baik
Jan-23;BC959;70600;76;4152,6;12400;96;15878;;172;20030,6;100;6/1/2023;24,933;25%;Baik
Jan-23;BD070;234900;82;13329,6;141200;66;40728;;148;54057,6;200;25/1/2023;73,776;37%;Baik
Jan-23;BD071;373800;202;12612,6;115700;99;43941;;301;56553,6;150;25/1/2023;17,071;11%;Baik
Jan-23;BD073;523950;623;28133,9;150550;184;61042;;807;89175,9;250;25/1/2023;95,23;38%;Baik
Jan-23;BD1002;1300;1;12,9;197000;1;7880;;2;7892,9;250;26/1/2023;4,872;2%;Baik
Jan-23;BD1006;0;0;0;105000;1;21360;;1;21360;200;31/1/2023;17,185;9%;Baik
Jan-23;BD1007;0;0;0;197000;1;29165;;1;29165;250;27/1/2023;1,624;1%;Baik
Jan-23;BD1020;40900;6;841,9;83400;8;12983;;14;13824,9;160;26/1/2023;32,113;20%;Baik
Jan-23;BD103;0;0;0;82500;1;5544;;1;5544;100;26/1/2023;12,329;12%;Baik
Jan-23;BD1039;0;0;0;147000;1;15099;;1;15099;160;26/1/2023;6,524;4%;Baik
Jan-23;BD104;252300;243;11277,8;37050;76;18486;;319;29763,8;100;26/1/2023;37,146;37%;Baik
Jan-23;BD1042;0;0;0;105000;1;4200;;1;4200;100;27/1/2023;1,16;1%;Baik
Jan-23;BD105;387400;421;23207,4;87950;119;35820;;540;59027,4;160;26/1/2023;60,908;38%;Baik
Jan-23;BD1053;0;0;0;197000;1;56323;;1;56323;250;30/1/2023;64,041;26%;Baik
Jan-23;BD1056;0;0;0;164000;1;6560;;1;6560;250;26/1/2023;70,982;28%;Baik
Jan-23;BD106;481400;583;34332,2;159750;246;56279;;829;90611,2;160;26/1/2023;161,192;101%;Buruk
Jan-23;BD1064;6300;7;287,9;52100;2;5127;;9;5414,9;250;27/1/2023;42,09;17%;Baik
Jan-23;BD1065;0;0;0;41500;1;7846;;1;7846;160;26/1/2023;26,476;17%;Baik
Jan-23;BD1066;0;0;0;53000;1;7065;;1;7065;100;27/1/2023;10,076;10%;Baik
Jan-23;BD1079;329450;317;13416;59200;183;37387;;500;50803;100;25/1/2023;80,504;81%;Kurang
Jan-23;BD108;297000;23;6981,8;246500;22;31550;;45;38531,8;160;26/1/2023;100,716;63%;Cukup
Jan-23;BD1084;0;0;0;82500;1;8001;;1;8001;160;26/1/2023;12,19;8%;Baik
Jan-23;BD109;44800;11;1782,8;88300;7;10267;;18;12049,8;200;26/1/2023;57,335;29%;Baik
Jan-23;BD1091;97000;58;4455,2;56500;31;14514;;89;18969,2;100;30/1/2023;20,701;21%;Baik
Jan-23;BD1093;178200;115;10737,2;46100;91;31671;;206;42408,2;100;30/1/2023;36,819;37%;Baik
Jan-23;BD1096;11450;3;1267,9;109600;12;17650;;15;18917,9;160;26/1/2023;14,511;9%;Baik
Jan-23;BD1099;7800;6;192,6;82500;1;4740;;7;4932,6;100;27/1/2023;0,948;1%;Baik
Jan-23;BD1107;0;0;0;105000;1;4200;;1;4200;100;26/1/2023;37,781;38%;Baik
Jan-23;BD1111;473850;466;19505,5;61000;134;27381;;600;46886,5;200;25/1/2023;43,823;22%;Baik
Jan-23;BD1119;10600;10;617,6;112200;4;33648;;14;34265,6;100;27/1/2023;123,786;124%;Buruk
Jan-23;BD112;178100;37;8088,3;219900;49;48890;;86;56978,3;100;26/1/2023;82,524;83%;Kurang
Jan-23;BD1124;0;0;0;105000;1;10584;;1;10584;160;27/1/2023;27,612;17%;Baik
Jan-23;BD113;53900;7;2573,5;245100;44;52822;;51;55395,5;100;27/1/2023;53,383;53%;Baik
Jan-23;BD1135;0;0;0;131000;1;7458;;1;7458;200;31/1/2023;33,474;17%;Baik
Jan-23;BD114;18900;3;1098;285000;14;37307;;17;38405;200;27/1/2023;56,711;28%;Baik
Jan-23;BD1160;0;0;0;147000;1;9800;;1;9800;200;27/1/2023;31,32;16%;Baik
Jan-23;BD1172;0;0;0;197000;1;19082;;1;19082;200;27/1/2023;2,133;1%;Baik
Jan-23;BD1181;0;0;0;197000;1;52171;;1;52171;200;27/1/2023;19,072;10%;Baik
Jan-23;BD1195;0;0;0;72600;2;5965;;2;5965;200;25/1/2023;11,558;6%;Baik
Jan-23;BD1213;221050;172;8807,1;76850;65;23768;;237;32575,1;200;30/1/2023;30,901;15%;Baik
Jan-23;BD1214;89100;11;2521,3;195300;17;18855;;28;21376,3;100;26/1/2023;44,245;44%;Baik
Jan-23;BD1222;0;0;0;53000;1;7435;;1;7435;160;27/1/2023;25,863;16%;Baik
Jan-23;BD1238;53800;42;2773,4;17600;23;6639;;65;9412,4;100;30/1/2023;76,958;77%;Cukup
Jan-23;BD1239;355050;314;17324,2;149350;134;41387;;448;58711,2;160;30/1/2023;74,504;47%;Baik
Jan-23;BD1240;334350;356;18061,6;54800;143;31215;;499;49276,6;100;30/1/2023;56,08;56%;Baik
Jan-23;BD1244;8800;4;224,4;74400;8;14120;;12;14344,4;160;31/1/2023;3,517;2%;Baik
Jan-23;BD1251;0;0;0;105000;1;8313;;1;8313;100;26/1/2023;45,312;45%;Baik
Jan-23;BD1268;41000;8;786,8;28200;3;5324;;11;6110,8;160;27/1/2023;65,286;41%;Baik
Jan-23;BD1280;0;0;0;197000;1;24114;;1;24114;200;27/1/2023;1,872;1%;Baik
Jan-23;BD1284;18800;9;806,2;250000;2;28813;;11;29619,2;200;26/1/2023;17,632;9%;Baik
Jan-23;BD1287;0;0;0;53000;1;2647;;1;2647;160;26/1/2023;23,688;15%;Baik
Jan-23;BD130;0;0;0;71500;2;8872;;2;8872;100;25/1/2023;5,257;5%;Baik
Jan-23;BD1307;0;0;0;105000;1;14496;;1;14496;200;26/1/2023;12,582;6%;Baik
Jan-23;BD1319;0;0;0;164000;1;6560;;1;6560;250;26/1/2023;7,456;3%;Baik
Jan-23;BD132;270600;200;9559,1;102800;169;43249;;369;52808,1;200;25/1/2023;80,731;40%;Baik
Jan-23;BD1327;97600;89;3816,7;18450;27;8419;;116;12235,7;250;26/1/2023;13,904;6%;Baik
Jan-23;BD1342;28000;28;1188,8;14100;3;2988;;31;4176,8;160;27/1/2023;12,508;8%;Baik
Jan-23;BD1343;0;0;0;82500;1;17962;;1;17962;100;27/1/2023;17,186;17%;Baik
Jan-23;BD1359;5800;6;471,4;197000;1;37331;;7;37802,4;200;27/1/2023;23,634;12%;Baik
Jan-23;BD1361;311350;285;16259,6;587650;78;164733;;363;180992,6;160;26/1/2023;31,767;20%;Baik
Jan-23;BD1362;47500;9;3772,2;182500;39;42274;;48;46046,2;100;27/1/2023;47,615;48%;Baik
Jan-23;BD1365;22000;5;1104,8;195800;9;15975;;14;17079,8;50;27/1/2023;8,378;17%;Baik
Jan-23;BD1366;112600;42;9215,4;62900;19;11849;;61;21064,4;100;27/1/2023;13,92;14%;Baik
Jan-23;BD1380;106600;55;2399,7;28600;12;4837;;67;7236,7;160;30/1/2023;104,482;65%;Cukup
Jan-23;BD1382;319050;410;17154,4;159950;62;34007;;472;51161,4;100;27/1/2023;29,67;30%;Baik
Jan-23;BD1384;219300;97;10913,3;196300;31;26748;;128;37661,3;50;27/1/2023;3,248;6%;Baik
Jan-23;BD1401;79000;59;3318,2;207100;4;29103;;63;32421,2;250;27/1/2023;2,808;1%;Baik
Jan-23;BD1404;4500;5;143,9;10600;1;793;;6;936,9;100;30/1/2023;28,193;28%;Baik
Jan-23;BD1410;0;0;0;69500;2;8905;;2;8905;100;26/1/2023;17,851;18%;Baik
Jan-23;BD1430;13500;15;383,9;157600;2;19846;;17;20229,9;200;27/1/2023;6,786;3%;Baik
Jan-23;BD1436;10500;8;900,5;10600;1;1080;;9;1980,5;200;30/1/2023;12,795;6%;Baik
Jan-23;BD1439;2600;2;96,2;197000;1;7880;;3;7976,2;200;27/1/2023;1,44;1%;Baik
Jan-23;BD1495;40200;33;1648,2;200500;2;13610;;35;15258,2;250;27/1/2023;7,38;3%;Baik
Jan-23;BD1498;0;0;0;66000;1;6560;;1;6560;200;26/1/2023;13,806;7%;Baik
Jan-23;BD161;222800;144;21003,7;117600;95;35319;;239;56322,7;160;30/1/2023;51,341;32%;Baik
Jan-23;BD169;0;0;0;199200;2;58671;;2;58671;200;26/1/2023;20,466;10%;Baik
Jan-23;BD180;357200;325;16797,5;109800;208;48478;;533;65275,5;160;30/1/2023;115,192;72%;Cukup
Jan-23;BD181;403900;295;23589,9;203600;150;48928;;445;72517,9;160;30/1/2023;113,525;71%;Cukup
Jan-23;BD182;239400;123;9355,1;103700;99;34215;;222;43570,1;200;30/1/2023;80,605;40%;Baik
Jan-23;BD183;413450;452;23872,8;187200;183;67531;;635;91403,8;250;30/1/2023;142,829;57%;Baik
Jan-23;BD184;257050;229;13448,9;90500;132;31905;;361;45353,9;250;30/1/2023;77,025;31%;Baik
Jan-23;BD186;143800;116;6593,5;72200;150;42875;;266;49468,5;160;30/1/2023;74,018;46%;Baik
Jan-23;BD187;350350;328;17017,8;70400;196;47151;;524;64168,8;160;30/1/2023;97,156;61%;Cukup
Jan-23;BD202;1300;1;12,9;33000;1;3010;;2;3022,9;160;30/1/2023;9,321;6%;Baik
Jan-23;BD227;237100;25;8987,8;126900;22;21205;;47;30192,8;50;27/1/2023;38,142;76%;Cukup
Jan-23;BD239;645300;601;35186,7;242400;214;61586;;815;96772,7;200;25/1/2023;164,944;82%;Kurang
Jan-23;BD240;222700;125;8956,6;222550;56;38920;;181;47876,6;160;30/1/2023;80,871;51%;Baik
Jan-23;BD244;0;0;0;82500;1;3300;;1;3300;100;30/1/2023;8,059;8%;Baik
Jan-23;BD245;214700;127;16760,4;128600;94;40389;;221;57149,4;160;30/1/2023;54,066;34%;Baik
Jan-23;BD246;189800;123;11514,8;75400;39;20430;;162;31944,8;160;30/1/2023;49,152;31%;Baik
Jan-23;BD247;217500;141;11481,8;63500;120;46591;;261;58072,8;160;30/1/2023;55,239;35%;Baik
Jan-23;BD248;324600;109;13520,4;117200;119;37202;;228;50722,4;100;30/1/2023;52,835;53%;Baik
Jan-23;BD249;455400;156;14862,8;120200;121;41164;;277;56026,8;160;30/1/2023;59,013;37%;Baik
Jan-23;BD250;134200;79;8080,6;52300;93;33958;;172;42038,6;160;30/1/2023;45,122;28%;Baik
Jan-23;BD251;114900;72;6575,4;38700;81;22993;;153;29568,4;160;30/1/2023;29,02;18%;Baik
Jan-23;BD252;175900;43;4626,3;103400;40;31859;;83;36485,3;100;26/1/2023;52,21;52%;Baik
Jan-23;BD292;329800;374;19128,3;119900;168;42305;;542;61433,3;200;27/1/2023;109,173;55%;Baik
Jan-23;BD293;139000;32;9656,3;194000;54;43334;;86;52990,3;200;27/1/2023;72,048;36%;Baik
Jan-23;BD294;156600;46;8951,1;133800;39;34354;;85;43305,1;100;27/1/2023;54,51;55%;Baik
Jan-23;BD296;54100;12;4837,5;129850;31;23982;;43;28819,5;200;27/1/2023;46,662;23%;Baik
Jan-23;BD299;57600;14;2666,5;369200;30;51863;;44;54529,5;200;27/1/2023;54,632;27%;Baik
Jan-23;BD305;378650;339;18953,2;97600;176;46786;;515;65739,2;160;27/1/2023;77,28;48%;Baik
Jan-23;BD306;118600;15;4290,7;357000;39;77452;;54;81742,7;160;26/1/2023;87,494;55%;Baik
Jan-23;BD307;183500;190;14869,5;225400;71;64644;;261;79513,5;250;26/1/2023;152,848;61%;Cukup
Jan-23;BD329;274550;310;18060,4;228600;106;53354;;416;71414,4;200;27/1/2023;115,893;58%;Baik
Jan-23;BD330;233050;309;14247,2;185800;115;48915;;424;63162,2;150;27/1/2023;72,072;48%;Baik
Jan-23;BD358;453450;348;23057,3;131750;164;42391;;512;65448,3;200;25/1/2023;98,325;49%;Baik
Jan-23;BD368;198900;193;12470,9;57200;99;21614;;292;34084,9;400;30/1/2023;54,752;14%;Baik
Jan-23;BD369;305400;279;13518,2;58700;207;43582;;486;57100,2;200;30/1/2023;90,202;45%;Baik
Jan-23;BD374;484500;325;14005,1;324600;199;79248;;524;93253,1;250;27/1/2023;122,08;49%;Baik
Jan-23;BD375;0;0;0;197000;1;7880;;1;7880;200;27/1/2023;1,392;1%;Baik
Jan-23;BD376;185500;33;8886,7;216700;27;18506;;60;27392,7;160;27/1/2023;54,821;34%;Baik
Jan-23;BD377;111700;64;4656,3;88900;52;28579;;116;33235,3;250;27/1/2023;47,235;19%;Baik
Jan-23;BD379;1800;2;137;105000;1;11318;;3;11455;100;27/1/2023;19,256;19%;Baik
Jan-23;BD380;59700;40;5296,5;257850;30;34829;;70;40125,5;100;27/1/2023;8,05;8%;Baik
Jan-23;BD381;420200;276;15033,5;165300;203;56446;;479;71479,5;160;27/1/2023;72,276;45%;Baik
Jan-23;BD382;121300;117;7467,4;161900;100;38586;;217;46053,4;150;27/1/2023;92;61%;Cukup
Jan-23;BD386;578450;654;31253,3;136350;365;79729;;1019;110982,3;200;30/1/2023;157,318;79%;Cukup
Jan-23;BD388;81550;91;3336,2;37300;81;14352;;172;17688,2;160;30/1/2023;23,69;15%;Baik
Jan-23;BD389;215250;212;10170,9;128050;136;30780;;348;40950,9;100;30/1/2023;69,263;69%;Cukup
Jan-23;BD393;10100;2;541,9;247600;32;50350;;34;50891,9;100;30/1/2023;100,58;101%;Buruk
Jan-23;BD445;279100;295;13517,2;49850;111;24337;;406;37854,2;100;25/1/2023;51,784;52%;Baik
Jan-23;BD453;346850;275;11718,5;125600;168;38987;;443;50705,5;200;30/1/2023;72,38;36%;Baik
Jan-23;BD470;46200;5;1277,8;242200;7;17548;;12;18825,8;100;31/1/2023;2,917;3%;Baik
Jan-23;BD475;0;0;0;131000;1;40474;;1;40474;200;31/1/2023;16,584;8%;Baik
Jan-23;BD477;0;0;0;131000;1;11241;;1;11241;200;31/1/2023;23,279;12%;Baik
Jan-23;BD489;15400;2;791,2;41500;1;3879;;3;4670,2;100;31/1/2023;8,442;8%;Baik
Jan-23;BD492;0;0;0;242000;23;47118;;23;47118;160;31/1/2023;78,755;49%;Baik
Jan-23;BD494;0;0;0;171000;2;27615;;2;27615;160;31/1/2023;43,866;27%;Baik
Jan-23;BD495;38100;16;3844,4;317700;17;44152;;33;47996,4;200;31/1/2023;53,679;27%;Baik
Jan-23;BD496;0;0;0;66000;1;2640;;1;2640;200;31/1/2023;17,443;9%;Baik
Jan-23;BD497;137500;10;5690,7;220400;16;25047;;26;30737,7;200;31/1/2023;96,994;48%;Baik
Jan-23;BD501;164300;23;9532,6;176500;26;26519;;49;36051,6;160;26/1/2023;1,856;1%;Baik
Jan-23;BD505;338200;278;10153,1;146900;123;49143;;401;59296,1;160;25/1/2023;55,751;35%;Baik
Jan-23;BD506;426750;528;22993,1;108600;243;58474;;771;81467,1;200;25/1/2023;153,287;77%;Cukup
Jan-23;BD507;798200;795;37906;126200;317;72489;;1112;110395;250;25/1/2023;154,299;62%;Cukup
Jan-23;BD509;129100;124;4990,7;43600;78;22652;;202;27642,7;150;25/1/2023;32,89;22%;Baik
Jan-23;BD510;301700;111;13174,3;265400;114;65185;;225;78359,3;200;30/1/2023;85,712;43%;Baik
Jan-23;BD515;14500;4;509,7;318200;25;55151;;29;55660,7;160;31/1/2023;87,193;54%;Baik
Jan-23;BD516;64400;61;3743,3;200400;10;21046;;71;24789,3;160;30/1/2023;24,84;16%;Baik
Jan-23;BD523;23800;2;2966,8;168500;15;31011;;17;33977,8;160;27/1/2023;19,908;12%;Baik
Jan-23;BD524;0;0;0;41500;1;1660;;1;1660;160;26/1/2023;8,863;6%;Baik
Jan-23;BD525;379400;48;20652,5;202500;37;41379;;85;62031,5;160;27/1/2023;50,976;32%;Baik
Jan-23;BD526;188000;26;11658,7;325850;42;57119;;68;68777,7;250;27/1/2023;60,909;24%;Baik
Jan-23;BD556;99800;22;4710;105800;45;21539;;67;26249;100;27/1/2023;39,048;39%;Baik
Jan-23;BD557;50300;13;7556,6;90600;39;25212;;52;32768,6;200;27/1/2023;26,704;13%;Baik
Jan-23;BD558;239800;48;8092;120700;45;26533;;93;34625;160;27/1/2023;20,014;13%;Baik
Jan-23;BD560;284250;242;15634;130550;111;33680;;353;49314;100;27/1/2023;59,961;60%;Baik
Jan-23;BD561;148750;99;6434,6;137050;93;29150;;192;35584,6;100;27/1/2023;51,272;51%;Baik
Jan-23;BD562;0;0;0;147000;1;10293;;1;10293;100;27/1/2023;32,331;32%;Baik
Jan-23;BD563;0;0;0;197000;1;23662;;1;23662;250;27/1/2023;69,611;28%;Baik
Jan-23;BD566;806900;254;27919,3;224300;97;60437;;351;88356,3;200;30/1/2023;156,369;78%;Cukup
